x_pos,y_pos
1418.6046511627906,140.0
1418.6046511627906,500.0
1000.0,260.0
860.4651162790697,20.0
1837.2093023255813,140.0
860.4651162790697,380.0
1279.0697674418604,140.0
1279.0697674418604,500.0
1837.2093023255813,500.0
581.3953488372092,260.0
720.9302325581396,140.0
302.3255813953488,140.0
441.86046511627904,260.0
302.3255813953488,500.0
720.9302325581396,500.0
1697.674418604651,380.0
1697.674418604651,20.0
1139.53488372093,20.0
162.7906976744186,20.0
23.25581395348837,260.0
162.7906976744186,380.0
1976.7441860465115,260.0
1139.53488372093,380.0
1558.139534883721,20.0
1558.139534883721,380.0
860.4651162790697,140.0
1418.6046511627906,260.0
860.4651162790697,500.0
1976.7441860465115,140.0
1000.0,20.0
1000.0,380.0
1837.2093023255813,260.0
1279.0697674418604,260.0
441.86046511627904,20.0
581.3953488372092,20.0
441.86046511627904,380.0
581.3953488372092,380.0
720.9302325581396,260.0
302.3255813953488,260.0
162.7906976744186,140.0
162.7906976744186,500.0
1697.674418604651,140.0
1697.674418604651,500.0
1139.53488372093,140.0
1139.53488372093,500.0
23.25581395348837,20.0
23.25581395348837,380.0
1976.7441860465115,20.0
1976.7441860465115,380.0
1558.139534883721,140.0
1558.139534883721,500.0
1000.0,140.0
1000.0,500.0
860.4651162790697,260.0
1837.2093023255813,20.0
1418.6046511627906,20.0
1418.6046511627906,380.0
1837.2093023255813,380.0
1139.53488372093,260.0
1279.0697674418604,20.0
1279.0697674418604,380.0
720.9302325581396,20.0
302.3255813953488,20.0
441.86046511627904,140.0
581.3953488372092,140.0
302.3255813953488,380.0
720.9302325581396,380.0
441.86046511627904,500.0
581.3953488372092,500.0
1697.674418604651,260.0
162.7906976744186,260.0
23.25581395348837,140.0
23.25581395348837,500.0
1558.139534883721,260.0
1976.7441860465115,500.0
